id,body,y,dataset
341,"My brutal boyfriend murdered my baby..but my silence killed her too

As Tina Hunt poignantly places flowers on her baby's grave, the pain and heartache are unbearable.

For not only has she lost her beloved 16-month-old daughter Amy - she knows her own silence killed the tot.

If Tina had shopped her vicious boyfriend James Howson, precious Amy could still be alive today.

But the 26-year-old mum is now racked with guilt because she never found the courage to tell cops of the beatings he dished out.

And her silence allowed him to kill Amy by snapping her spine in two.

Evil Howson was caged for life for murdering the tot after brutally abusing her for months.

Tina herself got a suspended jail sentence for failing to act.

But today she opens her heart about the tragedy to give hope to other victims of domestic violence.

And her revealing interview comes as Britain reels over the horrific death of 17-month-old Baby P in Haringey, north London, following months of unimaginable torture at home.

Tina told The People: ""I lived in fear of the constant beatings from James.

""He threatened to kill my family if I ever told on him.

""I wish with allmy heart I had done something before it was too late.

""But I never, ever imagined he would attack an innocent, helpless child - his own daughter.

""He seemed to be a doting dad who insisted on changing her, bathing her, feeding her and putting her to bed.

""But now I realise it was only to hide the horrible cruelty he was also subjecting her to.""

Tina added: ""Every day I miss her smiling face, hearing her call me Mummy and watching her play. I wish I was dead - not her.""

Tina already had a five-year-old son Ryan when she fell for Howson in 2004.

She said: ""He made me laugh and feel secure. I thought he was wonderful and we moved in together.""

She had no idea he had a history of beating girlfriends - and was excluded from school at 14 for violence.

One of his teachers even predicted Howson would one day kill someone.

Tina first sawhis cruelty when she found out she was pregnant with Amy.

She recalled: ""He went mad and told me to have an abortion.

""When I said I wanted to keep the baby he dragged me upstairs by the hair and locked me in our bedroom. I was terrified.

""After an hour he let me out and apologised, saying how much he loved me.

""He was so remorseful I didn't think he'd do it again.

""But now I realise I should have left him that very day.""

Amy was born at Tina's local hospital in Doncaster, South Yorks, in August 2006.

Tina was overwhelmed by love for the tot - but Howson started bingeing on drugs. She said: ""He became more and more violent to me.

He was addicted to cannabis and when he ran out he turned on me.

""One time he threw sharp kitchen knives at me, another time he smashed my head against a door. He would also slap me and punch me on a daily basis.

""He said he'd burn down my parents' home with them inside if I told on him.

""I'd regularly be covered in bruises and have black eyes - but if anybody asked why, I would always lie.""

The violence was always followed by apologies and promises of love.

Tina said: ""I still loved him. I hoped the violence would stop and he'd return to being the man I'd first met.""

Tina found out she was pregnant again last year - and Howson reacted by becoming a brutal control freak.

He banned her wearing skirts, battered her if she spoke, ordered her not to see her parents Carol, 48, and Colin - who were looking after Ryan - and completely took over Amy's welfare.

Tina said: ""He barely let me near her.

I didn't intervene because I was so pleased he was being a good dad.

""I was also so ill with pregnancy sickness - and terrified of him.""

Her fear deepened when Howson tried to strangle her after he ran out of drugs.

She said: ""I was blue in the face and could barely breathe.""

Howson panicked and rang Colin, 48, telling him Tina felt dizzy. Warehouse worker Colin rushed to the house - and Tina collapsed.

He said: ""I rang 999 and she went to the hospital. I askedwhat happened and she just said she had gone light-headed."" Amy spent the night with her grandparents - and gave them a first clue something was terribly wrong.

Colin said: ""As I tried to take her arms out of her coat she screamed.

""It was a horrible hysterical scream - not normal crying.""

Colin told his daughter to take Amy to a GP.

But Tina said: ""Jameswouldn't let me. He said she was fine and just got her arm stuck in her cot.

""Then I noticed her foot was swollen too. He said it happened at the same time - and I believed him.

""He said doctors would presume Amy was being abused and get social services involved. I was so scaredof himI didn't dare defy him.""

Two days before Christmas last year Howson woke Tina to tell her Amy was struggling to breathe - and pregnant Tina ran down the street in her pyjamas to get her dad. Colin said: ""Amy had a huge bruise on her forehead.

""I asked James what it was and he said she'd fallen out of bed.""

Amy was rushed to hospital - where she died.

Tina said: ""I was in shock. The day before I had watched as she gazed at the Christmas tree baubles but now she was gone.""

Howson and Tina were both arrested soon afterwards.

Tina recalled: ""The police said they thought James had murdered her but I didn't want to believe it.

I was accused of allowing my daughter to be attacked. I hadn't. But I hadn't stood up to him and taken her to a safe house.""

Howson was jailed for a minimum 22 years by Leeds Crown Court.

Tina admitted cruelty and allowing the death of a child and was given 12 months suspended.

She said: ""I admitted cruelty because I knew James was violent and I hadn't taken Amy to the doctors with her arm and foot.""

She added: ""James robbed my daughter of her life and destroyed mine and I can never forgive him.

""He should NEVER be released from prison - he is pure evil.""

Colin said: ""Nobody can imagine what her life was like with him. She was absolutely terrified of what might happen if she went for help.

I only wish she'd told me. If I'd had any inkling at all then I'd have gone to the house and Amy would still be alive today.""

Tina gave birth to new daughter Christina in July and the baby was immediately taken into care. Colin now plans to go to court in a bid to get custody of her.

He said: ""Tina is working hard at sorting out her life but it's going to be a long and difficult process. She's never going to get over losing Amy but we have to do our best for Christina - that is our No1 priority.""",uncertain,training
342,"Murdered Over Who Got Up To Feed The Baby

Killer dad Christopher Adams confessed to police: ""I don't know what happened mate. I just lost it.""

Adams, 26, battered girlfriend 19-year-old Claire Ford 10 times with a cricket bat.

He then hit 18-month-old baby Charlotte - known affectionately as Charlie by her family - across her head leaving her badly wounded but still alive.

The evil dad then taped a plastic bag over the little girl's head and smothered her.

In a terrible twist of fate Claire's own dad, ambulance driver Mike Ford, 45, was one of the first paramedics to arrive at the house.

He had no idea when called out to the double murder that the victims were his own daughter and granddaughter. On the way to the house he had been reassuring rookie paramedic Claire Beattie not to worry.

It was only as he entered the drive that he realised the terrible tragedy had happened at the home of his daughter's in-laws.

Police had to stop him from rushing in to the house in Rumford, Cornwall.

A colleague identified the baby from a photograph which the proud grandad had shown her. Adams later rang police to report the killings but then went on the run for eight days before he was arrested in Hampshire.

The trainee pub manager was jailed for life yesterday at Truro crown court. He pleaded guilty to both murders. Jailing him for a minimum of 20 years Judge Graham Cottle told him: ""You murdered your partner in an outburst of violent rage with repeated blows with a cricket bat. It was a frenzied attack during which you struck her repeatedly.

""You then struck your defenceless and helpless child and then knotted and taped a bag around her head. You then made a 999 call in which you pretended to have discovered the bodies, an attempt to leave a false trail.""

Adams and Claire were on holiday at Adams' parent's farmhouse in April. The killings happened in the bedroom at 7am.

The court was told the couple were having problems because Adams felt he was doing more than his fair share of child care.

The attack happened after he had been up in the early hours looking after Charlotte.

Geoffrey Mercer, defending, said: ""This was the most terrible and unforeseen event.

""They rarely argued, but there were two sources of tension. The first being the long hours which he worked - and the second, him feeling overwhelmed with the chores and caring for Charlotte. For this tragedy to have happened there must have been a substantial build up of tension over a very long time. He clearly lost control.""

Martin Meeke, QC, prosecuting, said Adams lost his temper after getting into a row with Claire and began swinging the cricket bat.

He told the court that when arrested, Adams said: ""I don't know what happened - I just lost it."" He said he had been up feeding the baby and when he returned to the bedroom Claire had pushed him away and he attacked her.

He hit her with the cricket bat which he kept in the bedroom but told police he had hit baby daughter by accident as he swung the bat. He could not remember suffocating little Charlotte.

Mr Meeke said: ""Adams was said to be over the moon when his daughter was born.

""He was a devoted partner and father and nothing has been uncovered by the police begins to explain his killing of them.

""At 11.25 am on the morning of the killing Adams phoned 999 from a National Trust property in Cornwall and reported there had been a murder. ""He told the operator ""She has been beaten around the head and the baby has had a plastic bag over her head"".""

""I do not know what has happened. I haven't got a clue. I just found her in a back bedroom. There was blood everywhere.""

Det Insp Karl Fellowes said ""We still do not fully understand why Adams committed this horrific crime. He and Claire and Charlie were together in the days before the murder and there was no sign they were anything other than happy together.""

He added "" It is impossible to comprehend how Mike felt as he arrived at the scene.

""He had not recognised the house from the call-out. It was only as he got there that he realised where he was.""

Yesterday Mr Ford, with wife April and children Kevin, 23, Karen, 21, and Joanna, 16, said: ""Today we saw Christopher Adams receive a minimum sentence of 20 years in prison.

""Just 10 years for each of our girls' lives. This is not what we call justice.

""Adams took the lives of our daughter Claire and granddaughter Charlie.

""They had their entire lives before them and now we will never share their triumphs and celebrations, something we do as a family, a loving and supportive family.

""We are a family with a huge void which will never be filled.""",uncertain,test
343,"Murdered By Happy Slap Yobs

Happy slap murder victim Kashif Mahmood had his arms pinned back by two hoodie yobs as another knifed him in the chest.

The trainee car mechanic had got into a fight with another lad while out shopping. A dozen-strong gang joined in.

Mobile phone pictures of the brutal attack were taken by a crowd of up to 40 people hanging around in the subway.

Kashif, 16, had only moved to Ilford, Essex, from Stepney, East London, six months ago because his parents thought it was a better place for him, sister Zainab, eight, and brother Tasif, 14, to grow up.

His driving instructor mum Parvin, 40, said yesterday: ""I can't believe this has happened to us. We only moved here so my sons would be in a safer area.""

Family lad Kashif had just enrolled at Stratford College and had gone shopping on Tuesday to buy things he needed.

His cabbie dad Arshad, 45, said: ""I last saw my son at breakfast.

""I gave him some money to buy a pair of boots and a boiler suit for his college motor mechanics course. He had just started this week and loved it.

""Then my nephew called to say he had been stabbed. He was a good boy and was not in any gangs. He didn't have any problems with anybody. This must have been something very minor which got blown up out of proportion. Ilford is a dangerous place. There are lots of gangs here and the police turn a blind eye.""

Some of the teenagers who saw the stabbing tried to give Kashif first aid after he collapsed.

They rang 999 and police and ambulance crews got there quickly. A doctor tried to resuscitate him but he was pronounced dead at the scene from a heart attack.

Yesterday Kashif's killer was still at large. But police have CCTV film from the subway showing the attack. Det Chief Insp Keith Garnish said the boy's death was a ""tragic waste of life"".

He added: ""The gang of Asians were wearing sportswear and some had baseball caps and hooded tops. After the incident there were around 40 people milling around.

""A number of people took pictures and video clips on their mobile phones and we would like to hear from them. This was a dispute that got out of hand.

""Schoolboy fights used to involve fisticuffs that would end in minor injury - but this ended in death because knives are carried. A lot of youths say they carry knives for protection, but this is what can happen. Two lives have been tragically wasted.""

Parvin begged for help to find her son's murderer. She said: ""Kashif was a very happy boy. He loved music and chatting to his friends on his phone.

""If anyone knows who did this please come forward before someone else is killed.""

Detectives have not yet found the murder weapon. Forensics officers carried out a fingertip search of the area, which is close to Ilford police station. A tent has been erected to protect the crime scene.

Family friend Tabassum Hussain, 26, from Manchester, said at the Mahmood home yesterday: ""From what we have heard and seen he was in the wrong place at the wrong time.

""You don't expect a 16-year-old to die of stab wounds. It could be a prank, we don't know.

""He was a very good lad. Never been in trouble with the police, never had any grudges with anybody.""

Around 50 mourners gathered to comfort Kashif's family

Mr Garnish said: ""They are devastated. Kashif had everything to live for, he was just at the starting point of the rest of his life.""

A man of 18 was arrested in connection with the incident and bailed. Ten others were taken in for questioning.",uncertain,test
344,"Murdered...For Falling Out Of Love

It is a picture full of promise. And one that breaks Patricia Walsh's heart every time she sees it. Looking at a photo of her murdered daughter, Samantha, is almost too much for Patricia to take.

Fighting back tears, Patricia, 47, says: ""Samantha was so beautiful - everyone loved her and she had everything to live for. We'll never get over having her taken away from us.""

Just weeks after this picture was taken, 17-year-old Samantha was attacked with a hammer by her ex-boyfriend, Patrick O'Connor, as she walked to college, leaving her with fatal head injuries.

O'Connor, 20, denied murder but was convicted unanimously by a jury in March 2002. But because of a change in the law, Sammy's family suffered an agonising four-year wait before finding out how long he would spend behind bars.

Even now, they struggle to cope with their loss. As Patricia, from Fleetwood, Lancs, says: ""To think we welcomed him into our house.

""He ate at our table and we did everything we could to make him a part of the family. Then he ripped our family apart. When he couldn't have Sammy, he did something so awful it's still hard for us to understand.""

When they first met, no one could have imagined the romance would end in savagery.

Working alongside each other in a local shop - Sammy as a Saturday girl and O'Connor on the drinks counter - they seemed typical teenage sweethearts.

Initially Patricia was pleased her daughter had met someone special. But when Patricia and Sammy's stepfather, Steve Bond, 55, met O'Connor they had doubts about him.

As she says: ""He used to brood and seemed to go into black moods whenever we saw him.

""If you ever had an argument, he'd obsess about what had been said for days on end.

""To this day, it baffles me what Sammy saw in him. I knew he wasn't ideal for my lovely daughter.

""She couldn't have been more different - she was so bright, outgoing, with a wide circle of friends, but socialising wasn't his scene. They only ever went round to each other's houses or to the cinema.

""It seemed Patrick didn't like Sammy having any outside friends. Looking back, he was trying to control her.""

But Patricia didn't interfere, hoping the relationship would just fizzle out.

When Sammy passed her GCSEs and started A levels at sixth-form college, she seemed to drift away from O' Connor. She told her family she hoped to go on to university to train as a child psychologist.

""My little girl was finding her independence,"" Patricia says. ""But Patrick was a dark, brooding force in the background. He was possessive and jealous as they grew apart.""

It was then the family started to notice bruises on Sam's arms and neck. She brushed their concerns aside, saying they were accidental. Fighting back tears, Patricia says: ""I had no idea what was happening and if I thought he'd laid a finger on her I'd have gone straight to the police.""

Patricia was glad when Samantha ended the relationship after a series of rows. But O'Connor wouldn't accept it was over and started stalking his ex.

""Patrick kept ringing,"" says Patricia. ""We'd hear Sammy screaming down the phone at him to leave her alone. I asked whether me and Steve should have a word with him but she said she could cope.""

Then, to everyone's relief, O'Connor told Sammy he was leaving town. ""He even went to my mum and dad's house to say goodbye,"" says Patricia.

""He came to our house but I told him to go away. We thought that would be the end of it."" But it wasn't, as Patricia found out when a friend of Sammy's saw O'Connor in town. He'd had lied about leaving. And in the next six weeks he began following Sammy wherever she went.

After spying on her as she enjoyed a night out with friends, he even sent her a chilling text message warning: ""If I can't have you, no one can.""

Patricia spotted him lingering near the bus stop where Sammy was later attacked - carrying a plastic bag Patricia thinks may have held the murder weapon.

She says: ""Just two days before it happened I saw him - with the carrier bag.

""My heart sank. I thought to myself ""oh God, he's still here."" When Sam got home I told her. She just said ""I'm scared now."""" One month after her 17th birthday, Sammy was on her way to college when O'Connor pounced as she got off the bus.

Watched by four terrified children, he battered her with a builder's hammer, leaving her with appalling head injuries.

When Patricia heard an ambulance rush past, she thought nothing of it - until the police arrived.

Voice shaking with emotion, she says: ""An officer walked up my driveway and knocked on my door.

""He just said, ""Your daughter's been attacked. It's very serious."" I knew straight away who had done it.""

When Patricia, Steve and Sammy's real dad, Paddy, arrived at her bedside, their daughter was still alive.

Her skull had been fractured and one of her fingers almost severed in the attack. Surgeons at Preston Royal Hospital spent four hours battling to save her but without success.

""It was too late,"" says Patricia tearfully. ""There was just no hope. I had to make the decision to switch off her life support machine.

""That was it. That was the end of my Sam because of some petty creature's jealousy. She was only five foot, she didn't stand a chance.""

Police arrested O'Connor, who had slashed his wrists, after breaking down the door of his home in Fleetwood. At his trial, at Preston Crown Court, he denied murder, saying he couldn't remember the attack.

But the jury heard excerpts from his diary detailing his frustrations, as well as threats to kill Sammy's step-father and a man he suspected of being her new boyfriend.

Described by the judge as ""a great danger to the public"", he was found guilty and given life. But it was only recently that he and the Walsh family were told exactly how long he would spend behind bars.

As Patricia says: ""The law has changed since Sammy's murder and it's now the responsibility of the judge rather than the Home Secretary to set the sentence. That's why it's only just been reviewed and we've found out O'Connor will have to serve a minimum of 15 years.""

She doesn't believe it is anywhere near long enough.

""Our family is serving a life sentence and yet he'll be out by the time he's 35. I dread the day he is released on parole.""

Patricia adds: ""I just hope Sam's death can act as a warning to others. If anybody out there has split with their boyfriend and he won't leave her alone, then go to the police. I wouldn't want any family to go through what we've been through.""

Now Patricia tries to focus on Sammy's younger sister, Kelly.

""Seeing her do well at college keeps me going,"" smiles Patricia. ""Like her sister, she is a good student. She wants to be a forensic scientist and although she's been through so much pain, she's such a star.

""I just wish Sammy could be here to see it.""",uncertain,training
345,"Murdered policewoman Nisha Patel-Nasri: Husband Fadi Nasri faces life in jail for her killing

A cheating husband who ordered the knife killing of his police wife faced life jail last night for his ""final betrayal"".

Debt-ridden Fadi Nasri had special constable Nisha Patel, 29, murdered so he could collect s367,000 life insurance and live in luxury with his hooker mistress Laura Mockiene.

Nisha's brother yesterday revealed he knew something wasn't quite right and could not bring himself to hug Nasri at Nisha's funeral.

Katen Patel had no idea callous husband Fadi Nasri, 34, had ordered two henchmen to arrange Nisha's stabbing - but he sensed deep down something was wrong.

After Nasri was convicted of murder yesterday Katen, 35, said: ""Although I didn't think he could be involved in any way I couldn't put my arms around him.

""It wasn't because I didn't want to, but because something wasn't right.

""Now I know. The attack on Nisha was barbaric. Her killers showed no mercy and have shown none since.

""It's not a man but a coward who attacks a woman with a knife. Nisha was alone and defenceless. That the man she loved was responsible makes it all the more wicked.""

Cheating Nasri, son of a suspected double killer, reckoned Nisha, 29, was worth more dead than alive.

Alive, his hard-working wife got in the way of his passionate affair with Lithuanian hooker Laura Mockiene, 25, on who he blew s15,000.

With her dead, the limo firm boss could collect s367,000 in two life policies, clear s225,000 debts, get a half share in a house Nisha's parents left her and carry on living the high life with his secret lover.

Det Chief Insp Nick Scola said: ""Nisha was a loving wife murdered so her selfish husband could lead a luxury lifestyle with his younger mistress. That Nasri instigated the murder plan is the final betrayal.""

A police source added: ""Nisha was working like a dog, running her own hairdressing business and helping out with his car business.

""Meanwhile, all the time Nasri was spending money on Laura without blinking. With his debts growing, Nasri didn't think about stopping his affair. His solution was to get rid of his wife. Nisha was more valuable to him dead. It was as simple as that.""

Yesterday at the Old Bailey Nasri was convicted of murder after a three-month trial.

Drug dealer Rodger Leslie, 38, who arranged the killing and 6ft 4in bouncer Jason Jones, 36, who stabbed Nisha with her own 13in kitchen knife, were also convicted of murder. All three men face life jail when they are sentenced on June 20.

Lebanese-born Nasri had violence flowing in his blood. In 1999 his violent father Farouk, 54, was charged with murdering girlfriend Jennifer Elverson, 37, and her son Ben, seven, by setting fire to them at their home in Derby. He hanged himself in Leicester jail before trial.

Nasri went on to marry Middlesex catering manager Simona Marin, 18. The unhappy relationship lasted only three years.

Simona said: ""He wasn't good to me. I'm scared of saying more because the people he associates with aren't nice.""

In marrying Nisha, Nasri had a devoted partner who worked hard for his success.

But although the couple were openly affectionate the marriage came under strain and Nisha even considered divorce.

Nasri had other plans. On May 11, 2006, he ensured Nisha was alone at home in Wembley, North London, while he played snooker with a pal to give himself an alibi.

He gave Leslie a set of keys to allow Jones to let himself into the house.

After stabbing Nisha, Jones fled to a car driven by career crook Tony Emmanuel, 42, and shortly afterwards dumped the knife in a drain.

Emmanuel was cleared of murder after claiming he believed he was driving Jones to a drug deal. Pumping blood, Nisha staggered from her porch into the road screaming ""He's following me!""

As police hunted a suspected burglar, Nasri appealed for witnesses. With chilling irony, he said: ""Obviously, someone has got a guilty conscience.""",uncertain,training
346,"Paris Jackson's tribute necklace

Singer's daughter remembers her father with a piece of jewellery

Paris Jackson, 11, gave the piece of jewellery to her late father when she visited his body at LA Forest Lawn Cemetery last Monday to make sure he always had something to remind him of her. Michael's elder sister La Toya, who witnessed the heartbreaking act during the family's private viewing, said: ""Paris told me, ""The heart is in two pieces. I want one half to go to daddy and I will wear the other half forever."" ""She carefully wrapped it around his wrist and said, ""Daddy this is for you. On daddy, it will be blue because he is cold. On me, it's purple. He's so cold, he is so cold.""""

Paris bought the necklace - which changes colour according to temperature - after Michael died of a suspected cardiac arrest last month and she wore it when she made her emotional tribute to him at his memorial service last Tuesday. As well as the jewellery, Paris also got some coloured stones to decorate her dad's body with. La Toya - who has claimed Michael was murdered by the ""shadowy entourage"" he surrounded himself - also recalled the moment she first saw Paris and her brothers, Prince Michael I and Prince Michael II after the singer's death.

She said: ""When I got to the hospital my mother was crying and the kids were crying. I screamed, ""Is it true?"" and my mother said, ""Yes, he's gone."" ""I couldn't stop crying. I'm screaming and the kids are screaming. My mother was sitting there with all three of them on her lap, just crying."" La Toya also revealed Michael was not the biological father of Prince Michael II, also known as ""Blanket"", revealing the youngster was conceived via artificial insemination.

She said: ""Michael didn't want to know who the biological parents were. They took eggs from a donor and I believe the sperm came from one of five donors picked from a book. ""I don't know who carried the child or if the surrogate knew whose child she was carrying. ""Those children were his greatest joy. He was a superstar but the only people who loved him unconditionally were the children.""",uncertain,test
347,"Melissa Rycroft Has Swine Flu

Melissa Rycroft has revealed that she has swine flu.

""I am indeed recovering from a bout of the H1N1 flu virus,"" the former Bachelor star, 26, tells exclusively. ""Like most people who become infected, I thought I had a mild case of the common flu, but when my symptoms exacerbated, I immediately went to the hospital where I was diagnosed with H1N1 and given the proper medications to cure the infection.""

She said she learned a lesson from fiance Tye Strickland's mother, who is a nurse: Get checkups and get better.

""I want to stress to people how easy it is to battle this flu when you take the proper steps such as seeking the care of a doctor,"" she tells. ""I'm a clear case that by paying diligent attention to your health, it's easy to overcome this illness and be healthy again.""",uncertain,training
348,"Swine Flu Carrying Littrell -- Airborne Toxic Event

Pigs don't fly -- but yesterday one Backstreet Boy just infected with the swine flu did.

After being quarantined in his NY hotel with the virus since Sunday, Brian Littrell finally got the A.O.K. to travel back to L.A. -- and though he said his doc cleared him for human interaction, our pap wasn't taking him up on any proposed mouth-to-mouth contact.",uncertain,training
349,"Miss Australia -- Thar She Blows ... a Condom

This isn't just an awesome clip of one of the hottest women on the planet blowing up a condom with her mouth -- this is part of an Olympic event. 

Several Miss Universe contestants participated in the Condom Olympics on Friday in the Bahamas, which was set up by YouthAIDS to raise awareness about HIV infection ... and we're pretty sure it worked.

Miss Australia Rachael Finch is the one credited with blowing up the condom ... but you gotta watch the video to see if she had the lung strength to pop it.",uncertain,training
350,"Gummi Turned Away -- Again

The Gummi Bear is not quite well, but party he must, so he rang Paris' bell. I'm sorry, dear Bear, you've got staph! Go away! Be gone! Until you are well!

No, it's not a bedtime story for wee rich kids, it's just the oozing life of Jason ""Gummi Bear"" Davis, who was allegedly turned away from a party at Paris Hilton's beach pad this weekend because of his horrifying staph infection. The angry bear was then seen a few doors down at the LG house, where he was madly texting Paris, upset that he was banned. Do not anger the bear!

Reports say that Paris had some guests who were pregnant, and didn't want the infected bear around. Well, there's a handy excuse! Paris Hilton, smarter than the average bear.",uncertain,test
351,"Marilyn Manson Shoots Swine Flu Snot Rockets

The night before announcing he was infected with the dreaded pig virus, Marilyn Manson was busy blowing loads of snot on stage at a concert in Ottawa.

In the video -- shot on Sunday in Canada -- Manson is performing ""Beautiful People"" when he suddenly, disgustingly decides to empty flu goo from both nostrils ... while standing only a few feet away from the fans in the front row.

Let's hope Swine Flu is snot as contagious as everyone thinks it is.",uncertain,training
352,"Gummi Bear is Disintegrating!

has learned that our favorite ursine specimen, Jason ""Gummi Bear"" Davis, has developed -- wait for it -- a flesh eating disease! Call a vet!

Gummi told our staffer that he contracted a staph infection after scraping his legs in a nasty fall a couple of months ago. Gummi fall down go boom! The open wounds became infected, causing ""weeping"" sores that spread all over his body, back and legs. Unbearable! Gummi said he's on a powerful antibiotic called Zyvox-- at $4,000 a pop! Jason told a staffer, ""I am literally being eating alive!"" A smorgasboard for bacteria that could take up to thirty-two years to accomplish. 

One positive thing for Gummi: he's given up booze and says he hasn't had a drink for nine weeks. Just when the bear was repairing, he starts to rot.",uncertain,test
353,"""I infected 1500 girls with AIDS""

A series of sickening videos have been posted on the internet showing a man who claims to have deliberately ""infected"" thousands of women with AIDS.

Calling himself 'Trashman' and speaking with an American accent, the masked man says he has infected between 1200 and 1500 unknowing victims with the devastating disease.

He can be seen reading the names and ages of some of the women he claims to have had unprotected sex with in the video clips on website YouTube.

The videos - one of which has been viewed 195,000 times - also feature a web address to a ""gangsta"" portal filled with pornography and where Trashman has a profile.

In the first video Trashman is filmed reading from a list of women he claims to have infected.

He gloats: ""Today I'm doing a show about something that's more important than killing rappers.

""This here (piece of paper) that I hold in my hand is a list of women who I actually infected with AIDS on purpose.

""So if I call your name and if you just happen to be on my ""I got the AIDS from that n***er' list"", then God bless you.""

He then goes on to name several women and their ages.

President of People Living with HIV/AIDS, Brett Hayhoe, said the man ""does seem genuine"" in the video clips.

He blasted: ""It's extremely disturbing (and) the guy needs psychiatric help.""

AIDS can only be contracted once a person has been infected with HIV, but Mr Hayhoe said the man may have lumped the two together.

Mr Hayhoe said if Trashman was telling the truth, it would be ""absolutely devastating"" for anyone who has had sex with him.

He added: ""For someone to hear that on a YouTube video is just disgusting.

""To have your name yelled out would be shattering.""

Google, the owner of YouTube, has not yet made a comment.",uncertain,training
354,"Pop star ""infected lover""

A chart-topping pop star in Germany's most successful girl band is facing ten years in jail over claims she infected a lover with HIV.

Sexy singer Nadja Benaissa is accused of having unprotected sex with three men despite knowing she had the virus.

Benaissa, 26, and her girl band No Angels -- the country's answer to Girls Aloud -- shot to nationwide fame after winning a TV reality show.

But despite her celebrity status judges in Berlin sensationally ruled Germany's biggest media outlet Axel Springer Verlag could not cover the trial.

The singer's legal team argued coverage would breach her privacy and are now considering a request to widen the ban to all German media.

The ban currently covers the country's biggest selling quality daily newspaper Bild and a host of other in-house publications.

Judges have been accused of interfering in the public's right to know.

Bild editor Kai Diekmann said: ""Posters of her are hanging in thousands of teenagers' bedrooms. She is a role model and there is no doubt about the right of the public for information.

""This decision is an assault on press freedom.""

Media pundits have been bemused by the ban. The singer was only fully identified after leading state prosecutor Albrecht Schreiber confirmed her arrest.

Meanwhile, it emerged today that mum-of-one Benaissa was once addicted to crack as a 14-year-old.

Benaissa became a celebrity overnight when she and four other girls beat more than 4,500 rivals to win the first series of TV talent show Popstars in 2000.

No Angels has sold more than five million records and has had seven number one singles and albums in Germany.

Benaissa was arrested by plainclothes police at a Frankfurt nightclub on Saturday where she was due to give a solo concert.

She was handcuffed backstage and taken away in an unmarked car.

The same evening a judge issued a custody order, due to the ""risk of reoffending"". She is being held in a one-person cell in a women's prison near Frankfurt.",uncertain,test
355,"AIDS assassin gets 8yrs

A judge jailed a ""despicable"" sex predator yesterday for knowingly giving the AIDS virus to two lovers.

Vile Mohammed Dica, 38 -- found guilty last month of ""biological"" GBH -- was caged for eight years.

The maximum was ten -- but the HIV-infected Somali asylum seeker will probably die behind bars.

He showed no emotion as Judge Nicholas Philpot branded him despicable for condemning two ""healthy and lively"" women to death.

Dad-of-three Dica, who lived in Mitcham, Surrey, cheated on his wife as he wooed his two victims.

He refused to wear condoms and never told them he had HIV. Cops fear six more women may have been infected.

Dica's wife Zurah was not in court. She has refused to say if she too has the disease.

The sister of one victim, a mum of two identified only as Deborah, blasted the sentence as too short.

But she added outside Inner London Crown Court: ""At least some justice has been done.""",uncertain,training
356,"Mad cow burgers ""killed my son""

The mother of a man who died from the human form of mad cow disease said she believes burgers caused her son's illness.

Margaret Marshall was speaking after an inquest into the death of her 30-year-old son Stephen which concluded he contracted variant Creutzfeldt-Jakob Disease (vCJD) through eating contaminated beef.

Mrs Marshall, from Richmond, North Yorkshire, said the father of one had probably become infected 10 years before, when he used to eat burgers regularly.

She said: ""I think it was from when he was about 18 or 19, when he was travelling about a lot. He used to live on burgers.""

She added: ""It's a devastating illness, I would not wish it on anybody""

Mr Marshall was diagnosed with vCJD last December. He died in March.

Teesside coroner Michael Sheffield recorded a misadventure verdict in Middlesbrough yesterday.

He said he was satisfied Mr Marshall, who left a two-year-old daughter, died through his ""unknowing"" consumption of infected beef.

Doctors believe exposure to mad cow disease (BSE) could be widespread in the UK despite there being only 160 vCJD cases so far identified.

Earlier this year, British scientists said the number of people infected could be far higher than originally thought because of a longer incubation period.

They believe the time between infection with BSE and developing vCJD could be more than 50 years.

According to figures from the CJD surveillance unit in Edinburgh, 2,079 suspected cases of all types of CJD have been referred to them since 1990.

Of those, 111 people have definitely died from vCJD, with a further 45 probable deaths from vCJD.

There are currently five people in the UK known to be living with vCJD.",uncertain,training
357,"Fears over monkey herpes

A wildlife park's monkey enclosure has been closed after one of the primates was found to have a rare herpes virus that is deadly to humans.

The infected rhesus macaque was discovered during routine checks at Longleat, Wilts.

Keepers closed their Monkey Jungle drive-through enclosure and placed all 100 of the park's macaques in quarantine.

Tests have shown the rest of the colony is free of the disease, but the compound is shut until more tests are done.

Simian herpes is rare -- there have been only 40 recorded cases -- but 80 per cent of people who get it die because there is no cure.

It can be transmitted to humans through a bite, scratch or spit.

The virus causes flu-like symptoms before attacking the central nervous system and brain.

Longleat's head warden Keith Harris said they were investigating how the virus got there. He said: ""The whole group has been tested and all have proven negative bar this one female.

""Longleat is working with all relevant authorities to try and establish how the positive reading has occurred in a closed negative colony.""

In 1997, research worker Elizabeth Griffin, 22, died of the simian herpes B virus in Atlanta, US. She had been hit in the eye with monkey spit two weeks earlier.",uncertain,training
