id,body,y,dataset
137,"Brazil Senate Committee Votes for Rousseff to Stand Trial

A Senate committee recommended on Friday that Brazil's President Dilma Rousseff be put on trial by the full chamber for breaking budget laws, moving a step closer to the likely suspension of the leftist leader from office next week.

Despite renewed promised by Rousseff on Friday to resist her removal, her chances for staying in office are dimming. Her departure would come at a time when a majority of Brazilians are against Rousseff because of an economic recession and a massive corruption scandal that has exposed wrongdoing by ruling party officials.

The full Senate is expected to vote to put her on trial on Wednesday, which would immediately suspend Rousseff for the duration of a trial that could last six months. During that period, Vice President Michel Temer would replace her as acting president.

The upper house committee voted 15-5 to accept the charges against Rousseff, which involve budget irregularities that critics say masked budget problems while she ran for re-election in 2014, and her opponents are certain to muster the simple majority needed to begin a trial.

""I will resist until the last day,"" Rousseff said at an event where she announced the delivery of low-cost housing. The president said she would not resign because she committed no crime, and called her looming ouster a ""coup d'etat.""

If the Senate convicts Rousseff, by a two-thirds majority vote to oust her, Temer would serve out the remainder of Rousseff's second term through 2018.

Local newspaper surveys say the opposition has 50 of the 54 votes needed, with many of the 10 undecided senators likely to favor her ouster.

Rousseff has struggled to survive politically in the face of Brazil's biggest ever corruption scandal and its worst recession since the 1930s. Her removal would mark an end to 13 years of leftist rule by the Workers Party that began in 2003 under her mentor, former President Luiz Inacio Lula da Silva.

While Rousseff is not directly accused of corruption, Brazil's top prosecutor has asked for her to be investigated for obstructing justice in the kickback scandal that has engulfed state-run oil company Petroleo Brasileiro SA and fueled Brazil's political crisis.

In a separate initiative launched by the opposition, Rousseff's 2014 re-election campaign is being investigated by an electoral court for alleged funding with bribe money.

At Rousseff's presidential palace Friday, officials had glum faces and appeared resigned to the end of her administration.

One aide denied they were packing up already, but added: ""No doubt, we have to start organizing things.""

Echoing the sense of an administration that has run out of time, no reporters showed up for a news conference called by Women Affairs Secretary Eleonora Menicucci, a close Rousseff aide. She ended up speaking only to a government television camera.

Rousseff's supporters on the Senate committee have called for annulment of the impeachment proceedings because the man who launched them last year, lower house speaker Eduardo Cunha, was himself removed from office on Thursday by the Supreme Court for obstructing the investigation of corruption accusations against him.

The top court has so far dismissed all government requests to halt the impeachment proceedings.

Workers Party Senator Lindbergh Farias said the ouster of Rousseff was aimed at undoing Lula's work to help the poor, and at rolling back workers' benefits, privatising state companies and aligning Brazil's foreign policy closer to the United States.",high,test
138,"Turkish soldiers kill five people trying to enter Syria to join Islamic State

Turkish soldiers have killed five people in the southeastern Turkish province of Gaziantep as they were trying to cross into Syria to join Islamic State and have detained five others, the provincial governor's office said on Friday.

Gaziantep borders the Turkish province of Kilis, which has seen repeated rocket attacks from an area of Syria controlled by Islamic State.",high,test
139,"Space Invaders and Sonic added to gaming hall of fame

Space Invaders has been inducted into the World Video Game Hall of Fame, almost 40 years after its release.

The 1978 space shooter was honoured alongside Sonic the Hedgehog, The Legend of Zelda, The Oregon Trail, Grand Theft Auto III and The Sims.

They join the six inaugural titles from 2015: Doom, Pong, Pac-Man, Super Mario Bros, Tetris and World of Warcraft.

Titles are selected for the US-based museum based on their status among players, longevity and influence.

Hall of fame games become permanent exhibits at The Strong museum of play in Rochester, New York.

The winning games were selected from 15 finalists, which included Final Fantasy, Tomb Raider and the original Pokemon games.

The inductees span genres, decades and platforms but ""all have significantly affected the video game industry, popular culture, and society in general,"" the museum said.

""Although a handful of shooter games preceded Space Invaders, its runaway success, innovative features, compelling graphics, and elemental themes captured the public imagination, spurring many imitators and a craze for arcade games,"" said Jeremy Saucier, assistant director of The Strong's International Centre for the History of Electronic Games (ICHEG).

Oregon Trail, in which the player controls a wagon of settlers crossing the West in the early days of American settlement, is fondly remembered by many for its fun approach to education as well as its difficulty, which saw players frequently ""die"" of dysentery.

""Virtual dollhouse""

Grand Theft Auto III, a game with violence and mature themes, made headlines when it was released in 2001. It was a big commercial success, selling 14 million copies.

""Grand Theft Auto III renewed debates about the role of games and violence in society while it signalled video games aren't just for kids,"" Mr Saucier said.

The Legend of Zelda and Sonic the Hedgehog were the first entries in long-running franchises for Nintendo and Sega respectively, and remain popular today. Both games spawned multiple sequels and spinoffs, including cartoon series.

The Sims, released in 2000, was described by the museum as a ""virtual dollhouse game"" in which players manipulate digital characters to create their own stories.

""The game has had universal appeal, with female players outnumbering males, and adults as passionate about the game as children,"" said ICHEG director Jon-Paul Dyson.

""By turning the computer into a toy to explore the complexity of the human experience, The Sims radically expanded the notion of what a game could be.""",high,test
140,"Cologne sexual assault case collapses

First assault charge to be brought after New Year's Eve attacks in German city dropped after witnesses fail to recognise defendant

The first sexual assault charge to be brought after the New Year's Eve attacks in Cologne has been dropped after witnesses failed to recognise the defendant.

The 26-year-old Algerian, named only as Farouk B, appeared in court in Cologne charged with sexually assaulting and stealing a phone from two women at the German city's main railway station on New Year's Eve. 

Farouk and his 23-year-old brother, who was charged with theft, were accused of being part of a group of about 10 men who attacked a woman in a crowd in the station.

According to the charge sheet, several perpetrators surrounded the woman ""with sexual motivation"" for two or three minutes, during which the suspect allegedly groped her the buttocks and hip and attempted to grab her breast.

But the prosecution's two witnesses and alleged victims, Karin P and Cordula M, failed to recognise Farouk in court, prompting the prosecutor to drop the sexual assault charge. The court spokesman Wolfgang Schorn said the witnesses had ""70%"" identified Farouk B two weeks ago from a photograph.

Schorn said Karin P's phone had been found with other phones among Farouk's possessions in a refugee home where he was staying. Both men denied they were at the station on New Year's Eve and said they had bought the phones.

The two men were convicted of theft and receiving stolen goods, and each sentenced to six months on probation. The prosecution had called for seven-month prison sentences.

Police said they had previously been arrested for breaking into a car, a charge they both admitted.

The state prosecutor later told the news magazine Focus that the pair would remain in custody pending deportation, as they had entered Germany illegally last November and not applied for asylum. According to their defence lawyer, Bernhard Scholz, they had ""not bothered to try to get papers"". ""They wanted to travel on to England,"" Scholz told Focus.

""The court and the state prosecution have proved they are independent,"" Scholz added. ""They have not allowed themselves to be influenced by public pressure.""

It was the first sexual assault case connected with the apparently coordinated New Year's Eve attacks, which created a storm of media outrage in Germany in January.

Cologne prosecutors received 1,170 criminal complaints related to the attacks, of which 492 were reports of sexual assaults.

There have been nine convictions for theft, but this is one of only two cases where a sexual assault suspect has been identified. The other was a 19-year-old Moroccan man who was arrested in Switzerland last week after being caught shoplifting.",high,test
141,"Panama Papers Source Offers to Aid Investigators if He's Not Punished

The anonymous source behind the huge leak of documents known as the Panama Papers has offered to aid law enforcement officials in prosecutions related to offshore money laundering and tax evasion, but only if he is assured that he will not be punished.

""Legitimate whistle-blowers who expose unquestionable wrongdoing, whether insiders or outsiders, deserve immunity from government retribution,"" the source, who has still not revealed a name or nationality, said in a statement issued Thursday night.

The documents, which list the true owners of thousands of companies created to hide the people behind them, expose the holdings of current and former world leaders and other prominent figures. The source, who uses the pseudonym John Doe but whose gender is not known, said that the papers could spur thousands of prosecutions, ""if only law enforcement could access and evaluate the actual documents.""

He noted that journalists who have viewed the papers have said they will not turn over the full archive of 11.5 million documents. ""I, however, would be willing to cooperate with law enforcement to the extent that I am able,"" he wrote.

The statement, which was issued Thursday night under the condition that it not be reported until Friday morning, gave some hints about his political views and concerns. They include income inequality, the American campaign finance system and the ""revolving door"" of United States officials who take jobs at banks or other companies they once regulated.

""Banks, financial regulators and tax authorities have failed,"" the statement said. ""Decisions have been made that have spared the wealthy while focusing instead on reining in middle- and low-income citizens.""

Most of the revelations so far have involved wealthy foreigners and political players overseas. The statement came on the same day that the Obama administration, citing the disclosures, announced a series of steps intended to prevent wealthy individuals, including political leaders, from using offshore shell companies to hide assets, embezzle money or avoid paying taxes.

The proposals would create a centralized federal registry of the actual owners behind any newly established corporation, and they would mandate that financial institutions collect and maintain information on these owners as bank accounts are being set up. The moves would make it easier to investigate financial fraud.

""Our financial system should not provide the rich, the powerful and the corrupt with the opportunity to shield their assets and avoid paying their fair share or with the opportunity to hide any illicit activity,"" said Wally Adeyemo, the deputy national security adviser for international economics. ""Nobody should be able to play by a different set of rules.""

The statement by the Panama Papers source was released through the German newspaper Sueddeutsche Zeitung, which originally received the once-confidential archive of documents taken from the Panama-based law firm Mossack Fonseca. Bastian Obermayer, a reporter for the newspaper who received the original leak with his colleague Frederik Obermaier, wrote in a blog post that he had confirmed via encrypted chat that the statement had come from the same person -- of unknown nationality -- who provided the secret documents.

Sueddeutsche Zeitung, working with the International Consortium of Investigative Journalists, a Washington-based group made up of more than 100 news media organizations, published articles about the Panama Papers starting last month that have set off political furors and unsettled financial institutions around the world.

According to the consortium, the documents reveal the hidden assets of 12 current and former world leaders, 128 other politicians and officials, and a range of sports figures and celebrities. The 214,000 shadow companies described in the documents are tied to people in more than 200 countries and territories. The papers include long chains of emails showing how the companies have been used.

News reports based on the documents have linked $2 billion in assets to a childhood friend of President Vladimir V. Putin of Russia, and disclosed the holdings of the Aliyev family, which has long held power in Azerbaijan. The prime minister of Iceland, Sigmundur David Gunnlaugsson, said he would temporarily step aside after the revelation that he and his wife owned an offshore company.

The statement from the confidential source said he was not and had never been a government official or contractor.

He was extremely critical of the news media, suggesting that certain unnamed news organizations had declined initial offers from him to take and report on the documents.

The measures announced on Thursday by the Obama administration, which in most cases have been in the works for years, would try to combat illegal tax shelters with a collection of new tools.

The centralized federal registry of the actual owners behind any newly established corporation -- the most far-reaching of the proposals -- could be established only if Congress passed legislation, which is unlikely in this election year. Legislation that is already pending in Congress would require the reporting of similar ownership information when new companies are set up, but the information would be filed at the Treasury Department only if individual states did not collect it on their own.

Separately, the administration announced on Thursday that it had completed a rule, after four years of effort, that would require banks and other financial institutions in the United States to collect and keep accurate records on these same ""beneficial owners"" after they opened a new bank account.

The rule mandates that banks know the identity of anyone who owns at least 25 percent of a legal entity or who ""controls"" it, information that again could be provided to law enforcement investigators looking into fraud allegations.

Treasury officials also called on Congress, after several years of delay, to ratify eight separate tax treaties with nations such as Luxembourg and Switzerland. The agreements would increase the amount of information that tax enforcement authorities in the various countries could share as they tried to crack down on illegal efforts to hide money.

And the Treasury Department proposed a regulation that would allow it to mandate that foreign-owned companies set up in the United States, like companies based here, register with the Internal Revenue Service. That would allow the federal government to determine whether the companies owed any taxes to the United States or whether they might have been set up to illegally shield the owners from having to pay taxes overseas.

Stefanie Ostfeld, the acting head of the United States branch of a nonprofit group called Global Witness, which has pushed for financial transparency laws, welcomed the moves by the Obama administration but said they were not necessarily sufficient.

Many owners would remain hidden, she said, given that under the rules only individuals who own more than 25 percent of a company would have to identify themselves to banks.

""This is an important step to getting dirty money out of the financial system,"" she said. ""But there appear to be weaknesses in the regulation that provide would-be money launderers with a blueprint for how to structure companies to avoid detection and continue to have access to American banks.""",high,test
142,"Super Size Me filmmaker Morgan Spurlock's ""shotgun wedding"" pic is hilarious

The filmmaker marries pregnant Sara Bernstein - and got creative with wedding pics

Morgan Spurlock married his pregnant girlfriend Sara Bernstein - and poked fun at the ""shotgun wedding"" on Twitter.

The Super Size Me director (the film that gave us a craving for McDonalds) has been with Sara for the last 8 years, so we're sure her dad didn't actually have a gun to his head.

But the funny man still took the opportunity to take a pretty hilarious wedding photo.

Looking pretty apprehensive in his wedding suit, bride Sara holds his hand and looks lovingly up at her husband while showing a pretty obvious baby bump.

But it's her dad stood behind the couple with a shotgun in his hands that makes the picture.

""#Tbt to last Sat when this happened. #shotgunwedding @sarabdocs #ManhattanMeetsDeliverance Photo: @crpweedings,"" Morgan tweeted.

Morgan, 45, and his new bride held their wedding at their rustic-looking cabin in the Catskill Mountains in southeast New York.

Sara is the SVP of programming for HBO Documentaries and has been nominated for an Oscar.

Morgan was also nominated for an Academy Award for his 2004 documentary Super Size Me.

The couple are expected to welcome their first child together in June.

Morgan is already father to son Laken James, 9, from a previous relationship.",uncertain,test
143,"Claudia Winkleman on the one reason she refuses to have sex with her husband

Claudia Winkleman's husband is a very lucky man - but only if he watches what he wears

Strictly Come Dancing host Claudia Winkleman says she refuses her husband sex when he dresses badly.

The star said film producer Kris Thykier, 44, looks ""disgusting"" when he picks his own clothes.

The mum of three, also 44, revealed: ""He says, ""Shall I wear trainers and a baseball cap?"" I say, ""Not if you want me to have sex with you"".""

The star, who has three children Jake, 12, Matilda, nine, and Arthur, four, made the revelation while interviewing former Spice Girl and fashion designer Victoria Beckham at the Vogue 100: A Century of Style event in London on Thursday night.

Claudia's outburst was met by polite laughter from Posh Spice, 42, who confessed that her own husband David, 41, did not have a problem in the style department.

She said: ""David dresses well, but he does not wear men's fashion. He likes vintage stuff.""

Ironically, Claudia - who co-presents the BBC One dance competition show with Tess Daly, 47, has previously admitted that she has no concept about how she looks herself.

Speaking in 2014 she said: ""I don't have any mirrors in my house, because I don't believe in what we look like.""

""And I've got really bad eyesight.""

""In my head, I look a bit like a supermodel and I'm surprised more people don't crash when they see me.""

""I'm like, ""Dudes, I look amazing"". I've got no concept of how I look or how I am.""

Claudia has also admitted in the past that Kris banned her from having more kids.

She said: ""I'd like another baby but my husband has banned me from having more It is probably a good thing as otherwise I would have nine more.""

""He said we might get a plant.""",uncertain,test
144,"Arsenio Hall sues Sinead O'Connor over Prince drug accusations

Comedian Arsenio Hall has filed a defamation lawsuit against the singer Sinead O'Connor, who accused him of supplying drugs to music legend Prince, whose death on April 21 has prompted speculation about an overdose.

The $5 million lawsuit, filed on Thursday in Los Angeles Superior Court, refers to O'Connor as a ""desperate attention-seeker"" and claims Hall and O'Connor have not spoken in 25 years.

Prince was discovered on April 21 at Paisley Park, his home-studio complex in a Minneapolis suburb. A law enforcement source with knowledge of the investigation told prescription opioid drugs were found at the scene, and Minnesota media said the painkiller Percocet was found in his system.

Results from an autopsy could take weeks to be released publicly, authorities have said.

On Monday, the Irish singer, whose biggest hit was her 1990 version of the Prince song ""Nothing Compares 2 U,"" posted a note on her Facebook page claiming Hall supplied drugs to Prince for years.

""Two words for the DEA investigating where prince got his drugs over the decades... Arsenio Hall,"" the post said.

O'Connor also claimed Hall, a former late-night talk show host, ""spiked"" her with an unknown drug years ago at a party.

Hall's lawsuit said O'Connor's statements had quickly gone viral, causing ""substantial harm"" to his reputation.

""O'Connor's heinous accusations that Hall engaged in this criminal conduct are despicable, fabricated lies,"" the complaint said.

Attempts to contact representatives for O'Connor were not immediately successful.

Prince had been scheduled to meet with a doctor specializing in addiction treatment the day after his death, a lawyer for the doctor said on Thursday. Federal authorities, including the Drug Enforcement Administration, also said on Thursday they had joined the investigation of the singer's death.",high,test
145,"Russia says U.S.-Georgian military exercises could destabilize Caucasus

Russia's Foreign Ministry said on Friday that military exercises by the United States and neighboring Georgia later this month were a provocative step that could destabilize the Caucasus region.

Russia said the exercises were scheduled for May 11-26 and that the United States was indulging the ""revanchist desires of Tbilisi"".

Russia and Georgia fought a war in 2008 and Russia backs the breakaway regions of South Ossetia and Abkhazia on the Russian-Georgian border.",high,test
146,"US airlines enlist travelers in effort to cut security lines

U.S. airlines have been pressing the government to act to reduce the intolerably long security lines at the nation's airports. Now, they're even asking passengers for help by sharing their frustration on social media.

Lines during peak hours at some airports have topped 90 minutes. The airlines already are warning customers to arrive at the airport two hours in advance, and are fearful the situation will only get worse with a record number of travelers expected this summer.

Earlier this week, the Transportation Security Administration said it would increase staffing at security checkpoints and boost the number of bomb-sniffing dogs to help the lines move more quickly. The agency also is asking Congress for more money to hire additional screeners and pay existing ones overtime.

Both sides have encouraged travelers to enroll in the TSA's expedited screening program called PreCheck. But the airlines also want travelers to do something that comes more naturally: complain.

Airlines for America, the industry's trade group, just launched a website called iHateTheWait.com , encouraging fliers to post photos of the lines on Twitter and Instagram along with the hashtag #iHateTheWait. Presumably this will make Congress more aware of the problem -- and let fellow travelers know what they're in for when they get to the airport.

The group's spokeswoman Jean Medina, said the campaign is ""raising awareness of the issue and serving as crowd-sourced (wait time) information.""

While the number of travelers is on the rise, there are fewer agents to screen them. The number of front-line screeners was cut by 10 percent in the past three years, based on the assumption that travelers would enroll in PreCheck. They did not.

The airline trade group, which represents Alaska Airlines, American Airlines, JetBlue Airways, Hawaiian Airlines, Southwest Airlines and United Airlines, said on the iHateTheWait website that engaging in the social media campaign will ""help cut wait times for everyone who flies.""

TSA spokesman Michael England would not comment about the site but said the TSA's goal is to keep all passengers safe and suggests that passengers get to the airport two hours early for domestic flights.",high,test
147,"Trump to testify in Trump University lawsuit after Nov. 8 vote -reports

Donald Trump will testify after the Nov. 8 presidential election in a class-action lawsuit that accuses him and his now-defunct Trump University of defrauding people who paid up to $35,000 for real estate seminars, media reports said on Friday, citing his attorney.

Court documents showed a federal judge ordered the trial to start in San Diego on Nov. 28. This raised the possibility that Trump could take the stand as president-elect but also ensured that he will not have to testify in the case while he campaigns.

The presumptive Republican presidential nominee plans to attend much of the trial and would take the witness stand, Trump lawyer Daniel Petrocelli was quoted as saying by the Associated Press and Los Angeles Times.

Petrocelli did not immediately respond to a request for comment.

Plaintiffs in the lawsuit claim the school lured ""student-victims"" into its doors, only to defraud them once their checks were cashed.

Another Trump lawyer, Alan Garten, last year called the allegations ""totally lacking in any merit"" and said that Trump would prevail in the end ""whether it be by motion or at trial.""

Trump also faces another lawsuit in Manhattan over Trump University brought by New York Attorney General Eric Schneiderman, which Garten has said is ""politically motivated."" Schneiderman is a Democrat.

That fraud lawsuit, filed in 2013, seeks $40 million in restitution plus penalties and other costs.",high,test
148,"Top men's seeds into quarter-finals in Madrid Masters

Reigning champion Andy Murray moved into the quarter-finals of the Madrid Masters here on Thursday with a 6-2, 6-2 win over Giles Simon after a brief pause in the second net as a spectator needed medical attention in the stands.

Murray was joined by top seed Novak Djorkovic who needed just one hour and eight minutes before qualifying for the quarters with a straightforward 6-2, 6-2 win against Spaniard, Roberto Bautista Agut.

Home favorite Rafael Nadal overcame a slow start before fighting back to what turned out to be a straightforward 6-4, 6-2 win over American Sam Querrey in just over an hour and 10 minutes.

However, his fellow Spaniard, David Ferrer failed to make it through as the number 9 seed lost 7-6 (8), 7-5 to number 8 seed, the Czech Tomas Berdych.

Number six seed Kai Nishikori is also into the last 8 after his 6-4, 7-5 victory over French number 10 seed, Richard Gasquet.

Simona Haleb is the only seeded player in the semi-finals after a strange 3 set victory over fellow Romanian, Irina Begu. Haleb lost the second set to love before recovering to run out a 6-3, 0-6, 6-1 winner.

Qualifier Louisa Chirico, who is ranked 130th in the world, is also a shock semi-finalist after her 7-6 (1), 6-2 triumph over Australian, Daria Gavrilova.",high,test
149,"Clinton ends her swing through California with a visit to Oakland to marshal her troops

Hillary Clinton finished her swing through California on Friday with a rally, a visit to her Oakland field office and a series of fundraisers -- a triple-barreled approach to campaigning in the Bay Area.

Hundreds of supporters gathered at a school to hear Clinton rail against Donald Trump, who became the presumptive Republican nominee this week when his final rivals, Texas Sen. Ted Cruz and Ohio Gov. John Kasich, dropped out of the race.

The Democratic front-runner reminded her audience that Trump had pledged to deport immigrants who are in the country illegally and suggested that women should be punished for having abortions, a stance he later reversed.

Clinton reserved some of her harshest comments for Trump's behavior toward women.

""He doesn't think much of equal pay for women, because he doesn't think much of women,"" she said.

There was no mention of Bernie Sanders, the Vermont senator who is Clinton's rival for the Democratic nomination. He has pressed on with his campaign, despite having little chance of closing the delegate gap.

Before speaking at the Oakland rally, Clinton visited her downtown field office, the first of several the candidate has opened around the state. It was plastered with placards and homemade signs, and buzzing with volunteers.

Although California's primary is still a month away, mail-in ballots already are being distributed and supporters have been dialing voters in hopes of securing their support.

""We treat every day from May 7 to June 7 as election day,"" said Arielle Goren, a Clinton campaign spokeswoman.

The campaign will be training volunteers on Saturday in Oakland, and they'll be enlisting female supporters to reach out to female voters on Mother's Day.

Reena Sekhon-Johl, 36, who lives in nearby Pleasanton, said she signed up to volunteer a few weeks ago after a distressing conversation with a longtime friend who is supporting Trump.

""I donated to Hillary Clinton's campaign. I bought a shirt. I signed up to volunteer,"" she said.

Sekhon-Johl said she hoped Democrats would unite around the party's nominee after the prolonged primary rivalry.

""We are not a 'Hillary or bust' campaign,"" she said. ""We are for what's best for the nation.""

It was a common theme among Clinton's volunteers here, who often spoke positively about Sanders while expressing hopes that his supporters would eventually rally behind Clinton.

""We need to be united,"" said Juan Cerda, 32, of San Francisco. ""It's about bringing a great coalition together.""

Cerda volunteered for Clinton in Iowa and brought his parents from Bakersfield to the Oakland field office to help make phone calls. His father, David Cerda, 66, a mechanic, said Clinton was the right candidate for farm workers.

""They want something new, they want someone to help their sons and daughters to have a better life,"" he said.

Clinton signed his hat as she shook hands and posed for photos with supporters.

Speaking alongside Oakland Mayor Libby Schaaf, Clinton urged the volunteers to ""reach out to as many California voters as you possibly can.""

""I cannot do it without you,"" she said. ""We still have some work to do to remind people there's a big primary.""",high,test
150,"Philippine foreign reserves up to 83.47 bln dollars in April

The Philippine gross international reserves (GIR) surged to 83.47 billion U.S. dollars in April, the local central bank said Friday.

The GIR level in April was higher by 0.49 billion U.S. dollars than the March figures of 82.98 billion U.S. dollars, the Bangko Sentral ng Pilipinas (BSP) said.

The increase was mainly due to the revaluation gains on the BSPs gold holdings resulting from the increase in the price of gold in the international market, net foreign currency deposits by the National Government, as well as the BSPs income from investments abroad.

These were partially offset by payments made by the government for its maturing foreign exchange obligations.

The central bank said the April GIR level can cover 10.4 months worth of imports of goods and payments of services and income.

It is also equivalent to 5.5 times the countrys short-term external debt based on original maturity and 4.1 times based on residual maturity, the agency added.",high,test
151,"Donald Trump deals colossal blow to the EU Leave campaign by pledging his support

Donald Trump may have guaranteed the UK votes to stay in the EU after telling everyone it should leave.

A spokesperson for the ""Leave"" campaign was quoted as saying, ""Well that's about it, we are totally f*cked.

""Nobody would want to touch his ideas with a 12 foot sterilised barge pole whist wearing full chemical warfare suit. I might as well spend the next 7 weeks on the beach there is nothing that can counter such a damming setback.

It wasn't the first blow to the campaign, 10 times winner of the Hippest International Statesmen of the year, and ultimate cool guy, Barack Obama came out in favour of the In campaign.

""We were hoping that people would see Barack attempt as a desperate attempt to get some special favours from Cameron, but ultimately people were completely blinded by his chilled demeanour around the royal family and photos of him with prince George.""

Initially buoyed by the scheduling clash between the vote and Glastonbury, the mood in the out camp is fading fast.

""Things looked pretty good at the start, we worked hard to get the vote scheduled on the same day as Glastonbury.

""It allows us to cage and contain up to 120,000 hippies who won't be able to vote at the event. These windbags support peace, love, harmony amongst nations and a load of other rubbish, so were bound to vote to stay in.""

The In campaign have been quiet over the latest incident but as local campaigner Terrence Briggs (56) put it, ""All we have to do is keep quiet and not screw it up.

""Trump has made the Leave campaign so toxic, that after the referendum it will have to be secretly buried deep underground in steel re-enforced concrete enclosure with a 20 mile exclusion zone.

""It sounds all too easy but given that politicians are involved it's going to be a nightmare.""

""Take Deaf and Blind anti-racism campaigner Ken Livingston for example; he claimed he would emigrate if the UK exited the EU, putting the Out campaign up 10 points overnight.""",low,test
152,"Meet the site that is like Uber -- but for tractors

Jordan Hickel has a long row of ultra-expensive tractors and other machinery parked on his farm in central Kansas.

""There's well over a million dollars of equipment out here,"" the 31-year-old farmer said, waving his hand at the vehicles while walking toward the crown jewel of his collection: A bright red 8120 CASE IH combine that he uses to harvest corn, soybeans, alfalfa and wheat.

But Hickel uses the towering machine only two months out of the year.

This summer, he's shipping the combine off to Colorado then Washington state -- renting it out to other farmers through a website that hopes to bring the sharing economy to the farmstead.

Think Uber -- but for tractors.

The site, MachineryLink Sharing, is the brainchild of a Kansas City company that started about 15 years ago as a traditional combine leasing business. Last year it launched the website that helps farmers make money by renting their equipment to those who can't afford the cost of buying the machines outright.

""This is a big idea,"" said MachineryLink president Jeff Dema -- and one that comes as growers are struggling in the face of low crop prices that the U.S. Department of Agriculture projects will help make 2016 the least profitable year for America's farm sector in more than a decade.

The platform now has more than 1,200 users and features ""tens of millions of dollars worth of equipment,"" according to the company. Listings show several hundred different tractors, planters and combines available for rent around the country.

Arun Sundararajan, a professor at New York University's Stern School of Business, who will soon release a book about the sharing economy, said the approach has a lot of potential.

""The pure peer-to-peer rental model works well when you have high-value assets that aren't being utilized at capacity,"" he explained. One of the reasons services like Airbnb and Uber have taken off is because they've let normal people make money from their biggest investments -- their cars and homes, he said.

On the farm, equipment is often the second-largest expense after land -- and there is a lot of it out there: According to the latest USDA farm census, there's $244 billion worth of machinery and equipment spread across America's farms.

Combines are big-ticket items -- a loaded, top-of-the-line model can retail for $500,000. Even Hickel's machine, a 2010 model he bought used last spring, was a big investment, he said.

""It's not the sort of thing you buy without checking in with your wife,"" he joked.

Hickel's combine is listed on the site for $1,800 per day -- and it's already booked for 20 days by farmers in Colorado and Washington in July, when his own first round of harvesting should already be done.

Farmers have long shared or rented out equipment locally, but the tight timelines of a growing season make that hard because almost everyone in the same area needs the same equipment at the same time. MachineryLink Sharing lets people look outside their neighborhood , according to Dema.

""If you look two or three states away, all the sudden you have people who are on different crops and growing cycles,"" he said.

Of course, that's a lot of distance to cover -- and renters are responsible for transporting the equipment in addition to booking fees, which can add thousands of dollars to the total cost of a rental.

Still, farmers often find they can save money by renting rather than buying, Dema said. And MachineryLink can help with moving logistics -- relying on relationships from the company's traditional combine leasing business, he said. The company, which takes a 15 percent cut of the each transaction made through the site, also secures the payment, verifies that renters have insurance that will cover the machinery while it's in use, and provides another umbrella insurance policy to reassure equipment owners like Hickel.

""You want to make sure the person renting your equipment won't damage it or run off with it,"" said Sundararajan.

That was certainly a concern for Hickel, who said he had been looking for ways to rent his machines to other farmers before he heard about MachineryLink Sharing, but had felt uneasy about turning the keys over to a stranger who lives several states away.

MachineryLink hopes to address those fears with a rating system similar to those used by services like Airbnb and Uber: After a rental, both sides of the deal will rate each other on a scale of five stars. ""If you have one or two stars, you might as well take your listing off the site. No one is going to rent it from you,"" said Dema of the feature, which is in development.

The Colorado farmer who booked Hickel's combine for this summer was looking for a few more machines to rent. Hickel mentioned the search to some neighbors who have two similar combines, and now those machines are set to be shipped off to the same renter, he said.

The money from those bookings will help pad the margins of what can otherwise be a risky business -- one where each season leaves farmers at the mercy of both the weather and a volatile commodities market.

Hickel himself is a fourth-generation farmer who has experienced the ups and downs of living off the land.

""I was driving a tractor when I was 9 and started running a combine when I was 12,"" he said. ""I lived and breathed the farm -- I didn't want to do anything but farm."" Then when Hickel was in high school, his family sold off their farm after a few rough years.

He got back into farming on his own after college, but his family's earlier challenges helped him think through what he needed to do to stay afloat -- including finding new revenue streams like renting equipment out, Hickel said.

""When you get to look back and see what we should've done or could've done, you start to know what you should do now,"" he said.",high,test
153,"Wall Street rebounds to close higher after jobs report

U.S. stocks rebounded from early losses to close higher on Friday as investors viewed the day's jobs report as less disappointing than first thought.

The Dow Jones industrial average rose 79.79 points, or 0.45 percent, to 17,740.5, the S&P 500 gained 6.55 points, or 0.32 percent, to 2,057.18 and the Nasdaq Composite added 19.06 points, or 0.4 percent, to 4,736.16.",high,test
154,"Kid wakes up from surgery and thinks he's a gangster who hired ""a billion strippers and killed people""

The nine-year-old boy also told his mum he and his friend Rocco had killed someone after a spontaneous trip to Dubai

This is the hilarious moment a nine-year-old boy comes round from anaesthetic thinking he's a gangster who bought ""a billion strippers"".

Brandon Lally was caught on camera by his mother Amanda as he woke up after having surgery on his broken arm in a hospital in the US.

In the footage, Brandon woozily address his mother, telling her that Dubai was ""lit"".

His mother then asks whether he bought anything in Dubai, to which he replies: ""Like, a billion strippers, man.""

He then tells Amanda that he met up with his ""boy Rocco"" who knocked a group of people out cold.

After a while, Brandon adds: ""I'm sorry. Don't tell my lawyer we killed people, man.""

His mother then bursts into laughter, prompting Brandon to angrily shout: ""What you laughing at? I'm not f***ing joking, man.""",uncertain,test
